Age,Gender,Years at Company,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition
22,Female,11,8467,Fair,Medium,Below Average,0,Yes,2,Master’s Degree,Married,1,Mid,Large,72,No,No,No,Good,Low,Stayed
52,Male,7,4843,Good,High,Below Average,2,No,49,Associate Degree,Single,0,Mid,Large,36,No,No,No,Good,Medium,Left
32,Male,6,9823,Excellent,High,Below Average,0,No,39,High School,Single,1,Senior,Small,76,No,No,No,Good,Low,Left
25,Male,6,12217,Fair,Medium,Average,0,Yes,68,Master’s Degree,Single,6,Entry,Small,69,No,No,No,Poor,Low,Left
27,Female,4,8066,Poor,Very High,High,1,Yes,90,Master’s Degree,Single,3,Entry,Medium,29,No,Yes,No,Good,Medium,Left
21,Male,1,8787,Good,Low,Average,0,No,38,High School,Divorced,0,Senior,Medium,64,No,No,No,Good,High,Stayed
27,Female,7,5510,Good,High,Average,1,Yes,40,Bachelor’s Degree,Married,3,Senior,Small,80,No,No,No,Fair,Very High,Stayed
35,Female,1,4804,Excellent,High,Average,0,Yes,38,High School,Married,1,Senior,Large,28,No,No,No,Good,Very High,Stayed
31,Female,12,6204,Poor,Very High,High,0,No,84,Master’s Degree,Married,1,Senior,Medium,84,No,No,No,Good,High,Stayed
38,Male,26,9235,Excellent,High,Average,0,Yes,93,PhD,Single,5,Mid,Medium,58,No,No,No,Good,Low,Stayed
38,Female,25,7920,Excellent,Low,Below Average,0,No,20,Master’s Degree,Single,0,Senior,Medium,80,No,No,No,Good,High,Left
53,Female,24,4847,Fair,High,Average,1,Yes,48,Bachelor’s Degree,Married,0,Mid,Medium,49,Yes,No,No,Good,High,Stayed
57,Male,29,6084,Good,Medium,High,1,No,77,Associate Degree,Married,2,Senior,Small,30,No,No,No,Fair,Medium,Stayed
21,Female,2,3890,Fair,High,Low,2,Yes,80,Master’s Degree,Divorced,0,Senior,Small,27,No,No,No,Good,High,Stayed
34,Male,16,9270,Good,Low,Below Average,2,Yes,36,Associate Degree,Single,1,Mid,Medium,63,No,No,No,Good,Medium,Stayed
29,Female,3,3534,Fair,High,Below Average,2,Yes,80,Bachelor’s Degree,Single,3,Entry,Medium,39,No,No,No,Excellent,Medium,Left
54,Female,24,9106,Good,High,Average,2,No,23,Associate Degree,Single,1,Mid,Small,28,No,No,Yes,Poor,Low,Left
40,Male,4,6020,Fair,Very High,Average,0,Yes,11,High School,Married,0,Mid,Medium,10,No,No,No,Fair,High,Left
39,Female,31,10131,Good,Low,Average,0,Yes,98,High School,Single,0,Entry,Large,89,Yes,No,No,Good,Low,Left
21,Male,13,9050,Poor,Very High,High,0,No,47,High School,Single,5,Senior,Medium,52,No,No,No,Good,Low,Stayed
43,Male,34,5635,Fair,High,Average,0,Yes,14,Associate Degree,Married,0,Entry,Medium,80,No,No,No,Poor,Low,Left
57,Male,14,9482,Good,High,Average,0,No,63,High School,Married,1,Entry,Medium,36,No,No,No,Good,Low,Stayed
33,Female,9,10601,Good,Very High,Average,2,Yes,26,Associate Degree,Single,1,Senior,Large,32,No,No,No,Fair,Low,Left
31,Male,17,7049,Good,High,Average,0,No,64,High School,Divorced,4,Senior,Small,25,No,No,No,Poor,High,Stayed
49,Female,6,9041,Fair,Medium,Low,1,No,46,Master’s Degree,Married,1,Entry,Small,29,No,No,No,Good,Medium,Left
37,Female,22,9470,Good,High,Below Average,1,No,41,Associate Degree,Single,1,Entry,Large,69,No,No,No,Good,Medium,Left
51,Male,30,3616,Poor,Very High,High,1,No,10,Associate Degree,Single,2,Senior,Small,61,No,Yes,No,Fair,Low,Stayed
34,Male,26,10777,Fair,Medium,Average,1,Yes,3,PhD,Single,0,Mid,Large,53,No,No,No,Poor,Low,Stayed
45,Male,17,8508,Good,High,Average,0,No,70,PhD,Single,0,Mid,Large,90,Yes,No,No,Good,High,Stayed
40,Male,15,5435,Excellent,High,Average,3,No,49,Bachelor’s Degree,Single,0,Entry,Large,76,No,No,No,Fair,High,Left
47,Female,4,5156,Good,High,High,0,No,70,Master’s Degree,Married,5,Mid,Medium,21,No,No,No,Poor,Low,Left
45,Female,23,4020,Poor,Very High,Average,0,No,8,Master’s Degree,Married,1,Entry,Medium,66,No,No,No,Fair,Medium,Left
38,Female,7,5044,Excellent,High,Average,0,Yes,4,Associate Degree,Married,0,Mid,Small,60,No,No,No,Fair,Medium,Stayed
28,Male,16,9070,Good,Low,Average,0,No,62,High School,Divorced,0,Mid,Medium,22,No,No,No,Good,Medium,Stayed
30,Female,1,8927,Good,High,Average,2,No,37,PhD,Divorced,0,Mid,Large,73,No,No,No,Good,Medium,Stayed
34,Female,25,2446,Good,High,Average,0,No,20,High School,Single,0,Senior,Medium,29,No,No,No,Good,High,Left
43,Male,35,9842,Fair,High,Average,1,No,11,Bachelor’s Degree,Single,4,Entry,Small,50,No,No,No,Fair,Medium,Left
56,Male,5,10748,Fair,High,Average,0,No,97,High School,Single,1,Mid,Medium,7,No,No,No,Excellent,Low,Left
52,Male,8,4476,Good,Low,Average,1,No,74,High School,Married,2,Senior,Medium,55,No,No,No,Good,Low,Stayed
23,Female,7,7053,Fair,Very High,Average,0,No,36,Master’s Degree,Married,0,Entry,Medium,78,No,No,No,Excellent,High,Left
55,Female,8,8086,Fair,High,Average,2,No,15,Associate Degree,Single,3,Senior,Small,42,No,No,No,Good,Medium,Stayed
19,Female,11,7908,Fair,High,High,0,No,50,Associate Degree,Single,2,Mid,Small,40,No,No,No,Fair,High,Left
58,Male,11,4006,Fair,High,Below Average,0,No,41,Bachelor’s Degree,Married,0,Entry,Medium,61,No,No,No,Good,Medium,Left
50,Male,3,4230,Good,Medium,Average,0,No,46,Bachelor’s Degree,Married,0,Senior,Medium,31,No,No,No,Good,Low,Stayed
31,Male,23,4327,Poor,High,Average,0,Yes,28,High School,Married,3,Mid,Small,60,No,No,No,Good,High,Stayed
23,Male,13,8520,Poor,High,Below Average,0,Yes,46,Master’s Degree,Single,0,Mid,Medium,37,No,No,No,Good,Medium,Left
56,Male,1,9262,Good,High,High,1,Yes,59,Bachelor’s Degree,Married,1,Mid,Medium,56,No,No,No,Good,Low,Stayed
31,Male,2,4402,Good,High,Average,2,Yes,64,Master’s Degree,Married,0,Mid,Small,81,No,No,No,Good,High,Left
43,Female,4,8365,Fair,High,Average,0,No,13,Master’s Degree,Single,2,Entry,Medium,38,No,No,No,Fair,Low,Left
20,Male,3,7232,Fair,Very High,Below Average,1,No,93,Master’s Degree,Single,2,Mid,Medium,75,No,No,No,Good,Very High,Left
59,Male,13,9344,Good,High,Average,1,Yes,82,Master’s Degree,Single,0,Entry,Medium,87,No,No,No,Good,High,Left
37,Male,5,6300,Good,Very High,Average,0,No,86,Master’s Degree,Single,3,Mid,Large,32,No,No,No,Good,Medium,Left
52,Female,13,8451,Excellent,Very High,High,1,No,86,Associate Degree,Married,3,Entry,Medium,45,No,No,No,Good,Low,Left
37,Male,7,8413,Good,Medium,High,4,No,41,Bachelor’s Degree,Single,4,Entry,Small,80,No,No,No,Fair,High,Stayed
30,Male,3,5943,Excellent,Very High,Average,2,No,95,High School,Single,4,Senior,Medium,56,Yes,No,No,Poor,Medium,Stayed
23,Female,12,3089,Good,Very High,High,3,Yes,38,Associate Degree,Divorced,0,Senior,Medium,26,No,No,No,Good,Medium,Stayed
55,Male,33,9462,Excellent,Medium,Average,1,No,15,Bachelor’s Degree,Married,4,Entry,Small,34,No,No,No,Good,Low,Stayed
20,Female,11,9920,Excellent,Very High,Average,0,No,97,High School,Single,1,Senior,Medium,53,No,No,No,Good,High,Stayed
58,Female,1,8103,Fair,Medium,High,1,No,17,Associate Degree,Single,3,Mid,Medium,20,No,No,No,Good,Low,Left
30,Male,17,7555,Good,Medium,Average,0,Yes,73,High School,Single,0,Mid,Medium,18,No,No,No,Poor,High,Left
35,Female,16,8943,Poor,Very High,Average,2,No,77,High School,Single,4,Entry,Small,87,No,No,No,Good,High,Left
49,Female,15,8606,Fair,Medium,Average,0,No,48,PhD,Married,0,Entry,Medium,91,No,Yes,No,Good,High,Stayed
56,Male,19,4047,Good,High,High,0,No,46,Associate Degree,Single,3,Mid,Medium,89,Yes,No,No,Fair,Low,Stayed
27,Male,18,4501,Good,High,Average,3,No,44,High School,Married,1,Senior,Medium,38,No,No,No,Poor,Low,Stayed
21,Female,7,8793,Good,Very High,Average,0,Yes,98,High School,Married,3,Entry,Medium,45,No,No,No,Fair,Medium,Left
39,Female,18,5994,Good,Very High,Low,0,No,35,PhD,Married,4,Mid,Large,32,No,No,No,Good,Medium,Stayed
56,Female,32,6154,Excellent,High,Average,0,No,44,Bachelor’s Degree,Married,3,Senior,Large,49,Yes,No,No,Good,Medium,Stayed
33,Male,14,5617,Fair,High,Average,0,No,6,High School,Divorced,0,Entry,Small,47,Yes,No,Yes,Poor,Very High,Stayed
19,Female,10,9605,Good,High,Average,1,No,80,Master’s Degree,Single,0,Senior,Medium,88,No,No,No,Good,High,Stayed
59,Male,47,3193,Fair,High,High,0,No,13,Associate Degree,Married,6,Entry,Medium,85,No,No,No,Good,Low,Stayed
46,Male,2,7636,Good,High,Average,0,Yes,12,Bachelor’s Degree,Single,2,Mid,Small,20,Yes,No,Yes,Good,Low,Stayed
21,Male,1,5794,Poor,High,Average,2,No,99,PhD,Single,1,Mid,Small,32,Yes,No,Yes,Excellent,Low,Left
40,Female,13,7768,Poor,High,Average,2,Yes,51,High School,Married,3,Mid,Large,28,No,No,No,Good,Medium,Left
42,Male,18,6659,Poor,High,Below Average,0,No,4,Associate Degree,Single,4,Mid,Small,62,No,No,No,Good,Medium,Left
20,Female,2,7954,Poor,Very High,Average,0,No,87,Bachelor’s Degree,Single,0,Senior,Small,73,No,No,No,Fair,Medium,Left
19,Female,9,7524,Good,High,Average,0,No,21,PhD,Married,3,Mid,Medium,41,No,No,Yes,Good,Low,Stayed
56,Male,48,7919,Fair,High,Average,0,No,35,Associate Degree,Single,1,Senior,Medium,94,No,No,Yes,Good,High,Stayed
43,Male,30,12729,Good,High,Average,4,No,47,High School,Married,3,Mid,Medium,65,No,No,No,Fair,High,Stayed
52,Female,30,4643,Excellent,High,Average,0,No,82,Associate Degree,Single,0,Mid,Small,80,No,No,Yes,Fair,Medium,Left
32,Male,13,6045,Excellent,Very High,Average,3,Yes,48,Associate Degree,Married,1,Senior,Small,81,No,No,No,Good,Low,Stayed
38,Male,13,9904,Good,Medium,Below Average,0,No,60,Bachelor’s Degree,Married,2,Entry,Medium,66,No,No,No,Fair,Low,Stayed
22,Female,6,8613,Good,High,Average,0,No,3,Associate Degree,Married,2,Senior,Large,25,No,No,Yes,Good,Very High,Stayed
48,Male,19,8720,Good,Low,Average,0,No,32,Bachelor’s Degree,Married,0,Entry,Medium,87,No,No,No,Good,Low,Stayed
38,Male,23,9495,Fair,Medium,Average,2,No,73,Master’s Degree,Married,0,Senior,Large,50,No,No,Yes,Fair,Low,Stayed
21,Male,3,7894,Fair,Medium,Average,0,Yes,51,High School,Single,0,Entry,Small,65,No,No,No,Good,Low,Left
38,Female,11,6587,Poor,High,Average,1,No,20,Associate Degree,Single,4,Mid,Medium,70,No,No,No,Good,Low,Stayed
48,Female,10,6545,Good,Medium,High,0,No,51,Associate Degree,Single,1,Mid,Medium,27,No,No,No,Fair,Low,Stayed
41,Female,27,7579,Fair,High,Average,0,No,45,Master’s Degree,Single,5,Entry,Small,51,No,No,No,Fair,Medium,Left
37,Female,20,6396,Good,Very High,Average,3,No,42,High School,Divorced,1,Mid,Medium,80,Yes,No,No,Good,Low,Stayed
27,Female,19,6964,Fair,Medium,Low,2,Yes,7,Bachelor’s Degree,Divorced,0,Mid,Large,82,No,No,Yes,Good,Low,Left
37,Female,12,7454,Good,Medium,Average,1,No,6,High School,Married,1,Entry,Small,77,No,No,No,Fair,Medium,Stayed
28,Female,2,7978,Good,High,Average,0,No,63,PhD,Married,1,Mid,Medium,78,No,No,No,Fair,Medium,Stayed
22,Female,8,7515,Fair,Low,High,0,No,16,Bachelor’s Degree,Single,0,Senior,Medium,63,No,No,No,Good,Medium,Left
38,Male,8,7982,Good,Medium,Average,0,No,18,Associate Degree,Single,4,Entry,Small,35,No,No,No,Poor,Medium,Left
59,Male,36,7673,Excellent,High,Average,0,Yes,57,Bachelor’s Degree,Single,1,Entry,Medium,64,No,No,No,Poor,Low,Left
22,Female,9,5651,Fair,Very High,Low,0,No,45,Master’s Degree,Married,0,Senior,Medium,86,No,No,No,Good,High,Stayed
47,Male,35,4240,Fair,High,High,1,No,80,High School,Single,4,Mid,Small,84,No,No,No,Fair,Low,Stayed
41,Male,14,7812,Fair,Medium,Average,0,Yes,83,Bachelor’s Degree,Married,1,Entry,Medium,75,No,No,Yes,Poor,High,Left
49,Female,38,5879,Good,Low,Average,0,No,66,Master’s Degree,Married,1,Senior,Medium,52,No,No,No,Good,High,Stayed
20,Male,12,7512,Fair,High,Average,2,No,31,High School,Single,4,Entry,Large,68,No,No,No,Excellent,Very High,Left
45,Female,7,7043,Poor,Medium,Average,1,No,34,Master’s Degree,Divorced,2,Entry,Large,81,No,No,No,Poor,Medium,Left
57,Female,45,8853,Good,High,Average,0,No,33,Master’s Degree,Single,0,Senior,Medium,83,No,No,No,Good,Low,Stayed
45,Female,14,10044,Fair,Very High,Average,0,No,87,High School,Divorced,0,Entry,Small,79,No,No,No,Poor,Low,Left
53,Female,7,6141,Fair,Medium,Average,1,No,48,Associate Degree,Married,4,Mid,Small,78,No,No,No,Poor,Medium,Stayed
50,Male,13,7131,Good,Very High,Average,3,Yes,99,Associate Degree,Married,0,Entry,Medium,70,No,No,No,Good,High,Left
37,Male,28,7043,Fair,High,Average,0,Yes,16,High School,Single,0,Senior,Small,104,No,No,No,Good,High,Left
32,Male,5,9410,Fair,Very High,High,1,Yes,5,Master’s Degree,Single,2,Mid,Medium,84,No,No,Yes,Good,High,Stayed
20,Male,7,7511,Fair,Low,Average,3,Yes,23,Bachelor’s Degree,Single,5,Senior,Small,59,No,No,No,Poor,Low,Stayed
31,Male,8,7964,Fair,High,Average,0,No,22,High School,Married,3,Entry,Large,27,No,No,No,Good,Very High,Left
24,Male,5,9972,Fair,Low,Average,0,Yes,60,High School,Single,0,Entry,Small,45,No,No,No,Good,Low,Left
45,Male,33,10013,Fair,High,Average,0,No,93,High School,Divorced,0,Senior,Small,89,No,No,No,Good,High,Stayed
41,Female,22,8838,Good,High,Average,2,Yes,93,Bachelor’s Degree,Divorced,1,Entry,Small,53,No,No,No,Good,Medium,Stayed
49,Female,3,3762,Poor,Medium,Below Average,0,No,23,Associate Degree,Single,1,Mid,Medium,36,No,No,No,Good,Low,Left
34,Male,3,8330,Poor,High,Average,0,Yes,73,PhD,Married,0,Mid,Medium,76,No,No,Yes,Excellent,Low,Stayed
23,Female,13,10034,Excellent,High,High,0,No,50,Master’s Degree,Single,0,Senior,Medium,55,No,No,Yes,Fair,Low,Stayed
20,Male,7,8385,Poor,Very High,High,1,No,68,Bachelor’s Degree,Single,1,Entry,Large,62,Yes,No,No,Poor,Very High,Left
44,Female,5,6366,Good,Low,Below Average,3,No,89,Master’s Degree,Single,0,Mid,Medium,47,Yes,No,No,Good,Low,Stayed
38,Female,8,9650,Fair,Low,Average,0,No,66,High School,Married,2,Mid,Medium,65,No,No,No,Good,High,Left
25,Male,8,6394,Good,High,Average,0,No,39,Associate Degree,Single,4,Mid,Medium,64,No,No,No,Fair,Medium,Stayed
30,Male,3,9514,Good,Very High,Below Average,1,No,77,Master’s Degree,Married,2,Entry,Medium,26,No,No,No,Good,High,Left
45,Male,13,7729,Fair,Medium,Average,1,Yes,84,Associate Degree,Divorced,1,Mid,Large,29,No,No,No,Good,Medium,Left
55,Female,32,3936,Good,High,Average,0,Yes,89,Bachelor’s Degree,Married,4,Mid,Small,94,Yes,No,Yes,Good,High,Stayed
56,Female,11,7838,Excellent,High,Average,1,No,48,Master’s Degree,Married,1,Mid,Medium,52,No,No,No,Good,Medium,Stayed
20,Male,5,7198,Fair,High,Below Average,0,No,20,Master’s Degree,Single,0,Entry,Medium,52,No,No,No,Fair,Medium,Left
19,Male,2,11994,Good,Medium,Average,0,No,79,Master’s Degree,Single,0,Mid,Small,42,No,No,No,Good,Low,Left
23,Male,14,7715,Excellent,Medium,Average,0,No,14,Associate Degree,Married,5,Mid,Large,74,No,No,No,Excellent,High,Stayed
53,Female,14,9781,Fair,Medium,Average,3,Yes,7,Master’s Degree,Married,0,Mid,Small,92,No,No,No,Fair,Medium,Stayed
45,Female,37,5752,Poor,Very High,High,0,No,57,Bachelor’s Degree,Single,5,Entry,Medium,54,No,No,Yes,Fair,Low,Left
25,Male,5,6992,Fair,High,Average,0,Yes,20,Associate Degree,Married,0,Entry,Medium,8,Yes,No,Yes,Good,High,Stayed
59,Female,46,3670,Fair,Very High,Low,1,No,92,Associate Degree,Divorced,1,Entry,Large,96,No,No,No,Fair,Low,Left
22,Female,5,6321,Fair,High,Below Average,0,Yes,76,Associate Degree,Married,3,Entry,Medium,13,Yes,No,No,Good,Medium,Stayed
36,Male,20,6355,Poor,High,High,3,No,59,Associate Degree,Married,0,Entry,Medium,61,No,No,No,Poor,Medium,Stayed
46,Female,3,9680,Poor,Medium,High,0,No,51,Associate Degree,Divorced,2,Entry,Small,68,No,No,No,Fair,Medium,Left
50,Male,14,8364,Fair,Medium,Below Average,2,No,97,Bachelor’s Degree,Divorced,1,Mid,Large,81,No,No,No,Poor,Low,Left
22,Male,7,6863,Poor,High,Below Average,0,Yes,36,Associate Degree,Single,2,Mid,Small,25,No,No,Yes,Good,Low,Left
56,Male,1,6092,Excellent,High,Average,2,No,16,PhD,Divorced,4,Entry,Large,59,No,No,No,Poor,Low,Stayed
31,Male,21,5126,Good,High,Average,1,No,15,Master’s Degree,Divorced,2,Entry,Small,99,No,No,No,Good,Medium,Stayed
40,Female,19,6501,Fair,Low,Average,0,Yes,42,High School,Married,0,Mid,Small,58,No,No,No,Fair,Low,Left
46,Male,28,8255,Good,Low,Average,4,No,81,Bachelor’s Degree,Single,4,Senior,Large,99,No,No,No,Fair,Medium,Stayed
45,Female,1,9649,Fair,High,High,1,Yes,76,High School,Married,2,Mid,Medium,53,No,No,Yes,Excellent,Medium,Left
27,Male,10,4090,Good,Medium,Below Average,0,Yes,6,High School,Married,0,Senior,Small,19,Yes,No,No,Good,High,Stayed
33,Male,4,9846,Good,Very High,Average,1,Yes,99,High School,Married,2,Entry,Large,24,No,No,No,Good,Low,Left
40,Male,8,3317,Fair,Very High,Average,0,No,38,Bachelor’s Degree,Married,3,Mid,Medium,65,No,No,No,Fair,Very High,Left
29,Male,16,7363,Fair,Very High,Below Average,2,No,52,Bachelor’s Degree,Married,0,Mid,Large,48,No,No,No,Good,Low,Left
32,Female,21,7580,Fair,Medium,Below Average,0,No,65,Bachelor’s Degree,Single,4,Mid,Medium,59,No,No,No,Good,High,Stayed
45,Female,9,6253,Fair,Low,Average,0,No,50,Bachelor’s Degree,Single,1,Mid,Medium,25,No,No,No,Good,Low,Left
44,Female,24,5385,Fair,Medium,Below Average,0,No,90,Bachelor’s Degree,Married,1,Mid,Medium,61,No,No,No,Good,Medium,Left
57,Female,49,7890,Good,High,Average,1,No,23,Associate Degree,Single,2,Entry,Small,88,No,No,No,Good,Very High,Left
48,Male,18,5529,Good,High,High,0,No,38,Master’s Degree,Divorced,2,Senior,Small,29,No,No,No,Good,Medium,Stayed
46,Female,32,7630,Good,High,Below Average,1,Yes,71,Master’s Degree,Single,3,Mid,Medium,43,No,No,No,Poor,High,Left
53,Male,29,8413,Poor,High,High,4,Yes,74,Bachelor’s Degree,Married,1,Senior,Medium,45,No,No,No,Good,Medium,Stayed
38,Female,6,9684,Good,High,Average,0,Yes,12,Master’s Degree,Divorced,0,Entry,Medium,19,No,No,Yes,Poor,Low,Left
48,Male,27,5153,Good,High,Average,0,No,93,Bachelor’s Degree,Married,0,Entry,Medium,104,No,No,No,Excellent,High,Stayed
33,Male,22,6248,Good,Very High,Below Average,1,No,30,Bachelor’s Degree,Divorced,0,Entry,Small,65,Yes,Yes,No,Good,Medium,Stayed
36,Female,21,8806,Excellent,Medium,Average,2,No,6,Associate Degree,Married,2,Senior,Medium,56,Yes,No,No,Good,Medium,Stayed
40,Female,21,6059,Fair,Medium,Average,1,No,9,Master’s Degree,Single,1,Mid,Medium,85,No,No,No,Good,Low,Stayed
25,Male,1,8566,Excellent,Very High,Average,1,No,60,Master’s Degree,Married,4,Senior,Medium,6,No,No,No,Good,Medium,Stayed
25,Male,2,3351,Good,High,Average,0,No,8,Bachelor’s Degree,Married,2,Senior,Small,80,No,No,No,Good,Very High,Stayed
19,Male,5,8027,Fair,Very High,Average,0,No,60,High School,Single,1,Mid,Large,64,Yes,No,No,Good,Medium,Left
38,Male,4,8604,Fair,Very High,Average,2,Yes,75,Associate Degree,Married,1,Entry,Large,25,No,No,No,Good,Medium,Stayed
38,Male,11,8377,Good,High,Average,2,No,48,Bachelor’s Degree,Single,6,Entry,Medium,36,No,No,No,Excellent,High,Left
22,Female,2,7165,Fair,Low,Average,0,Yes,34,Associate Degree,Single,2,Mid,Small,68,No,No,No,Good,High,Left
54,Male,25,10461,Good,High,Average,0,Yes,46,Bachelor’s Degree,Single,6,Entry,Large,29,No,No,No,Poor,Medium,Left
19,Female,6,9826,Good,High,Below Average,0,No,26,Bachelor’s Degree,Married,3,Entry,Medium,24,No,No,No,Fair,Medium,Stayed
49,Male,14,4271,Poor,High,Below Average,0,No,98,High School,Married,1,Senior,Large,19,No,No,No,Good,High,Stayed
33,Female,22,8267,Excellent,Medium,Average,2,No,26,Bachelor’s Degree,Married,1,Senior,Large,54,No,No,No,Good,High,Stayed
53,Male,44,10486,Excellent,High,High,1,Yes,56,Bachelor’s Degree,Married,1,Mid,Medium,116,No,No,No,Good,Low,Stayed
22,Male,3,7084,Excellent,Very High,Average,0,Yes,69,High School,Married,1,Mid,Medium,18,No,No,No,Poor,Low,Stayed
55,Female,8,10168,Fair,Very High,Average,0,No,53,High School,Single,2,Senior,Medium,70,No,No,No,Fair,Low,Left
59,Female,27,8684,Poor,High,High,0,No,89,Master’s Degree,Single,2,Entry,Medium,85,No,No,No,Poor,Medium,Left
22,Female,8,7647,Fair,High,Average,0,Yes,22,High School,Married,0,Senior,Medium,40,No,No,Yes,Good,High,Left
51,Male,28,6209,Good,High,Average,0,No,83,Associate Degree,Married,0,Senior,Small,54,No,No,No,Fair,Low,Stayed
47,Male,11,8673,Excellent,Very High,Below Average,0,Yes,28,Master’s Degree,Married,1,Entry,Medium,71,Yes,No,Yes,Good,High,Stayed
41,Male,5,5445,Good,High,Average,0,No,69,Bachelor’s Degree,Married,6,Mid,Medium,32,No,No,No,Good,High,Stayed
58,Female,47,5309,Good,High,Average,0,No,65,High School,Single,0,Mid,Medium,90,No,No,No,Poor,High,Left
20,Female,7,11251,Good,Low,Average,3,No,31,High School,Divorced,0,Entry,Medium,37,No,No,No,Fair,High,Stayed
51,Female,41,4682,Good,Low,Average,0,No,5,Master’s Degree,Single,4,Mid,Large,115,No,No,No,Poor,Medium,Left
27,Female,6,7814,Good,High,Below Average,1,No,20,PhD,Married,0,Entry,Medium,8,Yes,No,No,Poor,Medium,Stayed
39,Male,11,2341,Fair,Medium,High,3,Yes,55,Associate Degree,Single,0,Mid,Small,42,Yes,No,No,Excellent,High,Stayed
48,Female,2,4558,Excellent,Low,Average,2,No,73,Bachelor’s Degree,Divorced,5,Mid,Medium,36,Yes,No,No,Good,Medium,Left
54,Female,36,7717,Excellent,Low,Average,0,Yes,71,PhD,Divorced,4,Senior,Medium,76,Yes,No,No,Excellent,Medium,Stayed
43,Male,26,4353,Excellent,Very High,High,0,No,19,Associate Degree,Married,1,Mid,Medium,60,Yes,No,No,Good,Medium,Stayed
31,Male,21,5502,Poor,Low,Average,0,No,1,Associate Degree,Single,2,Entry,Medium,80,Yes,No,No,Good,High,Stayed
40,Male,11,8008,Excellent,High,High,1,No,54,Associate Degree,Married,2,Entry,Small,28,Yes,No,No,Poor,High,Left
53,Female,22,4876,Fair,High,Below Average,1,Yes,80,Master’s Degree,Married,2,Entry,Small,92,No,No,No,Excellent,High,Left
51,Female,36,9949,Excellent,High,Average,3,No,43,Associate Degree,Married,3,Mid,Small,102,No,No,No,Poor,Medium,Stayed
53,Male,39,5531,Good,Medium,Below Average,0,Yes,69,Bachelor’s Degree,Married,3,Entry,Large,89,No,No,No,Good,High,Left
18,Male,5,8015,Good,High,Average,0,No,80,Associate Degree,Married,0,Senior,Medium,21,Yes,No,Yes,Good,High,Stayed
